name,year,age,selling_price_INR,selling_price_USD,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Honda City 1.5 S MT,2009,11,"250,000.00",3250.00,68600,Petrol,Individual,Manual,Third Owner,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm,5
Mahindra Bolero Power Plus SLX,2017,3,"690,000.00",8970.00,60000,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7
Mahindra Bolero 2011-2019 SLX,2014,6,"650,000.00",8450.00,65000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
Honda City E,2012,8,"560,000.00",7280.00,40000,Petrol,Individual,Manual,Second Owner,16.8 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm,5
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2012,8,"120,000.00",1560.00,160000,Diesel,Individual,Manual,Second Owner,,,,,
Maruti Celerio VXI,2016,4,"400,000.00",5200.00,25000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Maruti Alto K10 LXI,2012,8,"200,000.00",2600.00,29500,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Hyundai Verna VTVT 1.6 SX,2018,2,"950,000.00",12350.00,13887,Petrol,Individual,Manual,First Owner,17.0 kmpl,1591 CC,121.3 bhp,151Nm@ 4850rpm,5
Maruti Alto 800 VXI,2016,4,"300,000.00",3900.00,50000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Renault KWID RXL,2016,4,"315,000.00",4095.00,30000,Petrol,Individual,Manual,Second Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
Maruti Alto 800 LXI,2012,8,"220,000.00",2860.00,100000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Chevrolet Aveo 1.4 LS,2011,9,"130,000.00",1690.00,60000,Petrol,Individual,Manual,Second Owner,14.49 kmpl,1399 CC,92.7 bhp,127Nm@ 3500rpm,5
Hyundai i20 Sportz Option 1.4 CRDi,2016,4,"595,000.00",7735.00,60000,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Tata Indica Vista TDI LS,2011,9,"110,000.00",1430.00,120000,Diesel,Individual,Manual,First Owner,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5
Ford EcoSport 1.5 Petrol Ambiente BSIV,2017,3,"680,000.00",8840.00,13500,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,121.36 bhp,150Nm@ 4500rpm,5
Fiat Grande Punto Active (Diesel),2013,7,"280,000.00",3640.00,52000,Diesel,Individual,Manual,First Owner,20.3 kmpl,1248 CC,75 bhp,197Nm@ 1750rpm,5
Maruti Baleno Delta 1.2,2017,3,"530,000.00",6890.00,30000,Petrol,Individual,Manual,Second Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5
Hyundai Xcent 1.2 Kappa SX Option,2017,3,"610,000.00",7930.00,14000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Tata Aria Pure LX 4x2,2014,6,"500,000.00",6500.00,90000,Diesel,Individual,Manual,Second Owner,15.05 kmpl,2179 CC,147.9 bhp,320Nm@ 1500-3000rpm,7
Tata Tigor 1.05 Revotorq XM,2018,2,"500,000.00",6500.00,50000,Diesel,Individual,Manual,First Owner,24.7 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5
Mahindra Xylo D2,2010,10,"250,000.00",3250.00,120000,Diesel,Individual,Manual,Second Owner,13.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8
Hyundai EON Magna Plus,2018,2,"325,000.00",4225.00,10000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Maruti Baleno Delta 1.2,2018,2,"550,000.00",7150.00,10000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5
Maruti Ciaz 1.4 Alpha,2018,2,"720,000.00",9360.00,25000,Petrol,Individual,Manual,First Owner,20.73 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,5
Hyundai Verna VTVT 1.6 SX,2017,3,"950,000.00",12350.00,20000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1591 CC,121.3 bhp,151Nm@ 4850rpm,5
Maruti Swift VDI,2013,7,"350,000.00",4550.00,60000,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Hyundai Grand i10 1.2 Kappa Sportz Option,2018,2,"500,000.00",6500.00,40000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
Maruti Swift Dzire VDi,2012,8,"380,000.00",4940.00,60000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Hyundai Xcent 1.2 Kappa AT SX Option,2015,5,"380,000.00",4940.00,50000,Petrol,Individual,Automatic,First Owner,16.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Hyundai Verna VTVT 1.6 SX,2017,3,"900,000.00",11700.00,20000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1591 CC,121.3 bhp,151Nm@ 4850rpm,5
Maruti Alto 800 VXI,2017,3,"295,000.00",3835.00,35000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Maruti Ciaz VDi Plus SHVS,2016,4,"640,000.00",8320.00,40000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Tata Nexon 1.5 Revotorq XZ Plus,2018,2,"790,000.00",10270.00,60000,Diesel,Individual,Manual,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5
Hyundai Verna 1.6 VTVT S Option,2015,5,"625,000.00",8125.00,20000,Petrol,Individual,Manual,First Owner,17.01 kmpl,1591 CC,121.4 bhp,154.9Nm@ 4200rpm,5
Ford EcoSport 1.5 Petrol Trend BSIV,2017,3,"604,000.00",7852.00,30000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1497 CC,121.36 bhp,150Nm@ 4500rpm,5
Maruti Alto K10 VXI,2015,5,"315,000.00",4095.00,29000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Mahindra XUV300 W6 Diesel BSIV,2019,1,"950,000.00",12350.00,17000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1497 CC,115 bhp,300Nm@ 1500-2500rpm,5
Maruti Wagon R VXI Plus Optional,2017,3,"400,000.00",5200.00,50000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Hyundai i20 1.4 Magna AT,2018,2,"700,000.00",9100.00,42000,Petrol,Individual,Automatic,First Owner,18.6 kmpl,1368 CC,98.63 bhp,132.3Nm@ 4000rpm,5
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,9,"700,000.00",9100.00,120000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8
Mahindra Verito 1.5 D4 BSIV,2012,8,"260,000.00",3380.00,110000,Diesel,Individual,Manual,First Owner,21.03 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5
Tata Indigo CR4,2012,8,"200,000.00",2600.00,90000,Diesel,Individual,Manual,First Owner,23.57 kmpl,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5
Maruti Dzire VXI,2020,0,"580,000.00",7540.00,70000,Petrol,Individual,Manual,First Owner,23.26 kmpl,1197 CC,88.50 bhp,113nm@ 4400rpm,5
Volkswagen Vento IPL II Diesel Trendline,2011,9,"330,000.00",4290.00,66000,Diesel,Individual,Manual,Second Owner,20.5 kmpl,1598 CC,105 bhp,250Nm@ 1500-2500rpm,5
Hyundai Verna Transform CRDi VGT SX ABS,2011,9,"400,000.00",5200.00,70000,Diesel,Individual,Manual,Third Owner,16.2 kmpl,1493 CC,110 bhp,24 KGM at 1900-2750 RPM,5
Hyundai Creta 1.6 SX Automatic,2018,2,"1,350,000.00",17550.00,5000,Petrol,Individual,Automatic,First Owner,14.8 kmpl,1591 CC,121.3 bhp,151NM@ 4850rpm,5
Mahindra Verito 1.5 D4 BSIV,2014,6,"250,000.00",3250.00,50000,Diesel,Individual,Manual,Second Owner,21.03 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5
Skoda Rapid 1.6 MPI Ambition BSIV,2019,1,"725,000.00",9425.00,25000,Petrol,Individual,Manual,First Owner,15.41 kmpl,1598 CC,103.2 bhp,153Nm@ 3750-3800rpm,5
Maruti Swift Dzire Tour LDI,2013,7,"300,000.00",3900.00,70000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti 800 AC,2006,14,"120,000.00",1560.00,40000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Mahindra XUV500 W10 2WD,2016,4,"1,175,000.00",15275.00,110000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Tata New Safari DICOR 2.2 VX 4x4,2009,11,"380,000.00",4940.00,150000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138 bhp,320Nm@ 1700-2700rpm,7
Tata Indica Vista TDI LX,2014,6,"400,000.00",5200.00,45000,Diesel,Individual,Manual,First Owner,19.1 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5
Tata Indigo LX,2005,15,"140,000.00",1820.00,90000,Diesel,Individual,Manual,Third Owner,16.1 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5
Tata New Safari DICOR 2.2 EX 4x2,2011,9,"229,999.00",2989.99,140000,Diesel,Individual,Manual,Second Owner,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7
Ford Ikon 1.3 CLXi,2003,17,"110,000.00",1430.00,83000,Petrol,Individual,Manual,Second Owner,13.8 kmpl,1299 CC,70 bhp,"10.7@ 2,500(kgm@ rpm)",5
Volkswagen Jetta 2.0L TDI Highline AT,2011,9,"550,000.00",7150.00,106000,Diesel,Individual,Automatic,Second Owner,16.96 kmpl,1968 CC,138.1 bhp,320Nm@ 1750-2500rpm,5
Chevrolet Aveo U-VA 1.2 LS,2008,12,"150,000.00",1950.00,60000,Petrol,Individual,Manual,Fourth & Above Owner,15.26 kmpl,1150 CC,74.9 bhp,110Nm@ 4400rpm,5
Maruti Omni E MPI STD BS IV,2017,3,"265,000.00",3445.00,40000,Petrol,Individual,Manual,Second Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8
Hyundai i20 1.2 Asta,2011,9,"300,000.00",3900.00,138000,Petrol,Individual,Manual,Third Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5
Maruti Alto 800 LXI,2015,5,"280,000.00",3640.00,80000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Hyundai Getz GLS,2005,15,"130,000.00",1690.00,50000,Petrol,Individual,Manual,Second Owner,15.3 kmpl,1341 CC,83 bhp,115Nm@ 3200rpm,5
Chevrolet Sail 1.2 LS ABS,2015,5,"350,000.00",4550.00,50000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5
Maruti Ritz VXi,2009,11,"200,000.00",2600.00,120000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5
Maruti Swift VXI,2018,2,"550,000.00",7150.00,24400,Petrol,Individual,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Mahindra Bolero 2011-2019 SLX,2013,7,"400,000.00",5200.00,60000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
Maruti Ritz VXi (ABS) BS IV,2010,10,"170,000.00",2210.00,120000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5
Hyundai Verna 1.4 CRDi,2015,5,"600,000.00",7800.00,60000,Diesel,Individual,Manual,Second Owner,24.8 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1750-2750rpm,5
Maruti Alto LXi,2011,9,"130,000.00",1690.00,100000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Hyundai Santro Xing GL PLUS CNG,2007,13,"120,000.00",1560.00,60000,CNG,Individual,Manual,Second Owner,,,,,
Maruti 800 AC,2011,9,"100,000.00",1300.00,120000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Renault KWID RXT,2016,4,"310,000.00",4030.00,27500,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
Maruti 800 AC,2007,13,"35,000.00",455.00,10000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Hyundai i20 Magna,2010,10,"200,000.00",2600.00,120000,Petrol,Individual,Manual,Third Owner,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5
Maruti Swift VDI BSIV,2009,11,"270,000.00",3510.00,70000,Diesel,Individual,Manual,Second Owner,,,,,
Hyundai i20 Sportz 1.4 CRDi,2015,5,"650,000.00",8450.00,80000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Tata Indigo eCS GLS,2013,7,"210,000.00",2730.00,120000,Petrol,Individual,Manual,First Owner,15.64 kmpl,1193 CC,64.1 bhp,100Nm@ 2700rpm,5
Hyundai Xcent 1.1 CRDi S Option,2015,5,"509,999.00",6629.99,90000,Diesel,Individual,Manual,First Owner,24.4 kmpl,1120 CC,71.01 bhp,180.4Nm@ 1750-2500rpm,5
Ford Figo Diesel Celebration Edition,2013,7,"229,999.00",2989.99,70000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68.1 bhp,160Nm@ 2000rpm,5
Renault Duster 110PS Diesel RxZ,2014,6,"409,999.00",5329.99,188000,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5
Chevrolet Spark 1.0 LT,2011,9,"130,000.00",1690.00,67840,Petrol,Individual,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5
Tata Nano CX,2013,7,"95,000.00",1235.00,30000,Petrol,Individual,Manual,First Owner,25.4 kmpl,624 CC,37.48 bhp,51Nm@ 4000+/-500rpm,4
Maruti Alto 800 LXI,2016,4,"225,000.00",2925.00,35000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Maruti Swift VDI BSIV,2010,10,"256,999.00",3340.99,150000,Diesel,Individual,Manual,Second Owner,,,,,
Maruti Vitara Brezza VDi Option,2017,3,"775,000.00",10075.00,100000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Maruti Wagon R VXI BS IV,2017,3,"420,000.00",5460.00,30000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Hyundai Grand i10 Sportz Celebration Edition,2016,4,"480,000.00",6240.00,70000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Toyota Qualis GS G1,2003,17,"200,000.00",2600.00,149032,Diesel,Individual,Manual,First Owner,,,,,
Mahindra Bolero SLE,2010,10,"260,000.00",3380.00,380000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
Toyota Etios Liva G,2011,9,"210,000.00",2730.00,84050,Petrol,Individual,Manual,First Owner,,,,,
Volkswagen Polo 2015-2019 1.2 MPI Highline Plus,2018,2,"600,000.00",7800.00,15000,Petrol,Individual,Manual,First Owner,16.2 kmpl,1199 CC,74 bhp,110Nm@ 3000-4300rpm,5
Ford Ikon 1.4 TDCi DuraTorq,2009,11,"140,000.00",1820.00,140000,Diesel,Individual,Manual,Second Owner,13.8 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
Maruti Omni 8 Seater BSII,2010,10,"130,000.00",1690.00,120000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,35 bhp,6.1kgm@ 3000rpm,8
Maruti Swift VDI BSIV,2007,13,"195,000.00",2535.00,112880,Diesel,Dealer,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Tata Indica Vista TDI LS,2013,7,"210,000.00",2730.00,135000,Diesel,Dealer,Manual,Second Owner,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5
Maruti Wagon R LX,2006,14,"130,000.00",1690.00,80000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Chevrolet Beat LT,2012,8,"141,000.00",1833.00,128000,Petrol,Individual,Manual,Third Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5
Mahindra Bolero SLE BSIII,2011,9,"280,000.00",3640.00,120000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
Maruti SX4 ZXI AT Leather,2010,10,"350,000.00",4550.00,30000,Petrol,Individual,Automatic,First Owner,12.6 kmpl,1586 CC,103.2 bhp,145Nm@ 4100rpm,5
Tata Nexon 1.2 Revotron XM,2018,2,"575,000.00",7475.00,70000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5
Hyundai i20 Sportz Option 1.2,2015,5,"550,000.00",7150.00,41000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Toyota Etios V,2011,9,"420,000.00",5460.00,28100,Petrol,Individual,Manual,First Owner,,,,,
Maruti Alto LX,2006,14,"120,000.00",1560.00,30000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti Alto K10 VXI,2015,5,"320,000.00",4160.00,30000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Hyundai Accent Executive,2011,9,"250,000.00",3250.00,35000,Petrol,Individual,Manual,First Owner,16.36 kmpl,1495 CC,93.7 bhp,124.6Nm@ 3500rpm,5
Maruti SX4 Zxi BSIII,2010,10,"300,000.00",3900.00,22000,Petrol,Individual,Manual,First Owner,15.0 kmpl,1586 CC,104.68 bhp,"145@ 4,100(kgm@ rpm)",5
Maruti Wagon R VXI,2006,14,"250,000.00",3250.00,70000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Maruti Omni E 8 Str STD,2005,15,"120,000.00",1560.00,100000,Petrol,Individual,Manual,Second Owner,,,,,
Mahindra Bolero 2011-2019 mHAWK D70 ZLX,2018,2,"750,000.00",9750.00,70000,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7
Mahindra Scorpio 2.6 CRDe,2005,15,"151,000.00",1963.00,200000,Diesel,Individual,Manual,Second Owner,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
Tata Safari DICOR 2.2 EX 4x2,2011,9,"300,000.00",3900.00,120000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138.03 bhp,320Nm@ 1700-2700rpm,7
Maruti Ignis 1.2 Zeta BSIV,2019,1,"577,000.00",7501.00,3000,Petrol,Individual,Manual,First Owner,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Maruti Alto K10 2010-2014 VXI,2012,8,"229,999.00",2989.99,50000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Mahindra Bolero 2011-2019 ZLX,2013,7,"500,000.00",6500.00,50000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
Honda Jazz VX CVT,2019,1,"840,000.00",10920.00,1500,Petrol,Individual,Automatic,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5
Volkswagen Vento 1.5 TDI Highline,2017,3,"900,000.00",11700.00,74000,Diesel,Individual,Manual,First Owner,22.27 kmpl,1498 CC,108.6 bhp,250Nm@ 1500-3000rpm,5
Honda Jazz 1.2 V i VTEC,2017,3,"650,000.00",8450.00,25000,Petrol,Individual,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5
Honda Jazz 1.5 VX i DTEC,2016,4,"650,000.00",8450.00,61915,Diesel,Individual,Manual,First Owner,27.3 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Hyundai EON Era Plus,2016,4,"250,000.00",3250.00,110000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Volkswagen Polo 1.5 TDI Comfortline,2016,4,"550,000.00",7150.00,70000,Diesel,Individual,Manual,First Owner,20.14 kmpl,1498 CC,88 bhp,230Nm@ 1500-2500rpm,5
Maruti Swift Ldi BSIII,2007,13,"250,000.00",3250.00,150000,Diesel,Individual,Manual,Fourth & Above Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5
Mahindra Quanto C4,2013,7,"350,000.00",4550.00,110000,Diesel,Individual,Manual,Second Owner,17.21 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Chevrolet Beat Diesel LT,2014,6,"185,000.00",2405.00,90000,Diesel,Individual,Manual,Second Owner,25.44 kmpl,936 CC,56.3 bhp,142.5Nm@ 1750rpm,5
Ford Figo Petrol Titanium,2010,10,"229,999.00",2989.99,120000,Petrol,Individual,Manual,Third Owner,15.6 kmpl,1196 CC,70 bhp,102Nm@ 4000rpm,5
Toyota Innova 2.5 G (Diesel) 8 Seater,2016,4,"1,000,000.00",13000.00,65000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8
Maruti Wagon R VXI 1.2,2019,1,"490,000.00",6370.00,10000,Petrol,Individual,Manual,First Owner,20.52 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Hyundai i10 Sportz,2009,11,"150,000.00",1950.00,80000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
Maruti Ertiga VDI,2013,7,"600,000.00",7800.00,184000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7
Maruti Wagon R CNG LXI,2013,7,"270,000.00",3510.00,80000,CNG,Individual,Manual,Second Owner,32.52 km/kg,998 CC,58.33 bhp,78Nm@ 3500rpm,5
Maruti Zen LXi - BS III,2005,15,"60,000.00",780.00,70000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5
Maruti SX4 Zxi with Leather BSIII,2008,12,"150,000.00",1950.00,89000,Petrol,Individual,Manual,Second Owner,15.6 kmpl,1586 CC,104.68 bhp,"145@ 4,100(kgm@ rpm)",5
Honda Brio Exclusive Edition,2014,6,"335,000.00",4355.00,33033,Petrol,Dealer,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5
Maruti Swift VDI,2013,7,"525,000.00",6825.00,69000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Hyundai Grand i10 AT Asta,2015,5,"465,000.00",6045.00,63063,Petrol,Dealer,Automatic,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Tata Indica V2 eLX,2012,8,"83,000.00",1079.00,90000,Diesel,Individual,Manual,Second Owner,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5
Hyundai EON Era Plus,2017,3,"300,000.00",3900.00,8000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Hyundai i20 1.2 Sportz,2012,8,"350,000.00",4550.00,35000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5
Hyundai i20 1.2 Sportz,2011,9,"300,000.00",3900.00,45000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5
Fiat Linea 1.3 Active,2011,9,"250,000.00",3250.00,30000,Diesel,Individual,Manual,First Owner,20.4 kmpl,1248 CC,91.2 bhp,209Nm@ 2000rpm,5
Maruti 800 Std,2006,14,"114,999.00",1494.99,59000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Maruti Ertiga VXI Petrol,2018,2,"700,000.00",9100.00,6200,Petrol,Individual,Manual,First Owner,19.34 kmpl,1462 CC,103 bhp,138Nm@ 4400rpm,7
Maruti Celerio X ZXI,2020,0,"250,000.00",3250.00,120000,Petrol,Individual,Manual,Second Owner,21.63 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5
Maruti Wagon R LXI BS IV,2016,4,"350,000.00",4550.00,70000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Maruti Omni 5 Str STD,1998,22,"80,000.00",1040.00,70000,Petrol,Individual,Manual,First Owner,14.0 kmpl,796 CC,35 bhp,6.1kgm@ 3000rpm,5
Mahindra Scorpio S2 7 Seater,2017,3,"850,000.00",11050.00,110000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,7
Hyundai Santro Xing XG,2004,16,"70,000.00",910.00,158000,Petrol,Individual,Manual,First Owner,,,,,
Chevrolet Spark 1.0 LS,2007,13,"90,000.00",1170.00,93000,Petrol,Individual,Manual,Third Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5
Chevrolet Tavera Neo 3 10 Seats BSIII,2014,6,"600,000.00",7800.00,110000,Diesel,Individual,Manual,First Owner,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,10
Maruti Alto LX,2007,13,"135,000.00",1755.00,57000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Hyundai Accent GLE,2005,15,"150,000.00",1950.00,120000,Petrol,Individual,Manual,First Owner,13.2 kmpl,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5
Tata Indigo CS eLX BS IV,2012,8,"259,000.00",3367.00,35000,Diesel,Individual,Manual,First Owner,23.03 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5
